Genus	year	Date submitted	Case_Reference	Case_number	Collection_(clean)	Plate	Remarks	Patient / Shed Number	Species type	Specimen	Info/Nota	Amp 25-d	Amc 30-d	CL 100-d	Eft 30-d	Enr 5-d	Te 30-d	SF 300-d	W 5-d	Cn10-d	Ery 5-d	Tic 75-d	Ak 30-d
Escherichia	2016	23/11/16	CM2016-1068 E. coli Box 14 Tube 2	CM2016-1068	E. coli Box 14 Tube 2	E671	not sent	"1188, 1189, 1190, 1191-16"	Avian	systemic or large cavities	"1188-16

A Peritoneum



1189-16

A Liver

A Yolk

B Liver

C Caecum

D Liver



1190-16

A Caecum

A Yolk

B Caecum

B Yolk

B Liver

C Caecum

C Liver

E Yolk



1191-16

A Yolk

B Yolk

C Liver"	S	.	S	.	S	R	R	R	.	.	.	.
Escherichia	2016	23/11/16	CM2016-1068 E. coli Box 14 Tube 3	CM2016-1068	E. coli Box 14 Tube 3	E672	not sent	"1188, 1189, 1190, 1191-16"	Avian	systemic or large cavities	"1188-16

A Peritoneum



1189-16

A Liver

A Yolk

B Liver

C Caecum

D Liver



1190-16

A Caecum

A Yolk

B Caecum

B Yolk

B Liver

C Caecum

C Liver

E Yolk



1191-16

A Yolk

B Yolk

C Liver"	S	.	S	.	S	R	R	S	.	.	.	.
Escherichia	2016	23/11/16	CM2016-1068 E. coli Box 14 Tube 4	CM2016-1068	E. coli Box 14 Tube 4	E673	not sent	"1188, 1189, 1190, 1191-16"	Avian	systemic or large cavities	"1188-16

A Peritoneum



1189-16

A Liver

A Yolk

B Liver

C Caecum

D Liver



1190-16

A Caecum

A Yolk

B Caecum

B Yolk

B Liver

C Caecum

C Liver

E Yolk



1191-16

A Yolk

B Yolk

C Liver"	R	.	R	.	S	R	R	R	.	.	.	.
Escherichia	2016	12/12/16	CM2016-1134 E. coli Box 14 Tube 5	CM2016-1134	E. coli Box 14 Tube 5	E674	not sent	308338	Canine	urinary	Urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2016	14/12/16	CM2016-1146 E. coli Box 14 Tube 6	CM2016-1146	E. coli Box 14 Tube 6	E675	not sent	313248	Canine	digestive	Bile/Liver/Gall bladder pooled	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2017	12/1/17	CM2017-0023 E. coli Box 14 Tube 7	CM2017-0023	E. coli Box 14 Tube 7	E676	not sent	292704	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	16/1/17	CM2017-0027 E. coli Box 14 Tube 8	CM2017-0027	E. coli Box 14 Tube 8	E677	not sent	314249	Canine	Systemic	Abdominal fluid swab	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	16/1/17	CM2017-0030 E. coli Box 14 Tube 9	CM2017-0030	E. coli Box 14 Tube 9	E678	not sent	286174	Canine	urinary	Cystocentesis.	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2017	17/1/17	CM2017-0032 E. coli Box 14 Tube 10	CM2017-0032	E. coli Box 14 Tube 10	E679	not sent	261249	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	18/1/17	"CM2017-0039 E. coli Box 14 Tube 11, 12, 13, 14"	CM2017-0039	"E. coli Box 14 Tube 11 , 12 , 13 , 14"	E680	not sent	W37-17	Avian	Systemic	"Bird A

Liver

Left Hock

Bird B

R Knee

L Femoral head

Bird C

R Knee

R Femoral head

Bird D

R Knee

L Femoral head"	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2017	19/1/17	CM2017-0045 E. coli Box 14 Tube 15	CM2017-0045	E. coli Box 14 Tube 15	E681	not sent	314366	Canine	skin and subcutis	Dog fight swab	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	31/1/17	CM2017-0083 E. coli Box 14 Tube 16	CM2017-0083	E. coli Box 14 Tube 16	E682	not sent	314595	Canine	cardiovascular	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	31/1/17	CM2017-0088 E. coli Box 14 Tube 17	CM2017-0088	E. coli Box 14 Tube 17	E683	not sent	300144	Feline	urinary	Cystocentesis	R	R	R	.	S	S	R	R	.	.	.	.
Escherichia	2017	1/2/17	CM2017-0094 E. coli Box 14 Tube 18	CM2017-0094	E. coli Box 14 Tube 18	E684	not sent	247255	Canine	Systemic	peritoneal fluid	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	3/2/17	CM2017-0097 E. coli Box 14 Tube 19	CM2017-0097	E. coli Box 14 Tube 19	E685	not sent	85-17	Avian	Systemic	liver	S	.	.	.	.	S	R	S	.	.	.	.
Escherichia	2017	2/2/17	CM2017-0099 E. coli Box 14 Tube 20	CM2017-0099	E. coli Box 14 Tube 20	E686	not sent	286174	Canine	urinary	Urine	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2017	3/2/17	CM2017-0100 E. coli Box 14 Tube 21	CM2017-0100	E. coli Box 14 Tube 21	E687	not sent	295055	Canine	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	3/2/17	CM2017-0106 E. coli Box 14 Tube 22	CM2017-0106	E. coli Box 14 Tube 22	E688	not sent	104/105-17	Avian	Systemic	"104-17 Cloacal swabs x 6

105-17 Heart swab"	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2017	6/2/17	CM2017-0117 E. coli Box 14 Tube 23	CM2017-0117	E. coli Box 14 Tube 23	E689	not sent	Specimens 1 and 2	Avian	digestive	Intestine and content	R	S	S	.	S	R	S	S	.	.	.	.
Escherichia	2017	8/2/17	CM2017-0127 E. coli Box 14 Tube 24	CM2017-0127	E. coli Box 14 Tube 24	E690	not sent	314854	Canine	urinary	Catheter urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	10/2/17	CM2017-0135 E. coli Box 14 Tube 25	CM2017-0135	E. coli Box 14 Tube 25	E691	not sent	Case 29	Other (see info)	Systemic	Haemolymph swab	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2017	16/2/17	CM2017-0156 E. coli Box 14 Tube 26	CM2017-0156	E. coli Box 14 Tube 26	E692	not sent	315068	Canine	urinary	"Cystocentesis.

Prostatic wash"	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	16/2/17	CM2017-0164 E. coli Box 14 Tube 27	CM2017-0164	E. coli Box 14 Tube 27	E693	not sent	296885	Canine	urinary	Free catch urine.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	22/2/17	CM2017-0185 E. coli Box 14 Tube 28	CM2017-0185	E. coli Box 14 Tube 28	E694	not sent	245391	Canine	urinary	Cystocentesis.	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2017	22/2/17	CM2017-0186 E. coli Box 14 Tube 29	CM2017-0186	E. coli Box 14 Tube 29	E695	not sent	Case 31	Other (see info)	Systemic	Haemolymph swab	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2017	23/2/17	CM2017-0190 E. coli Box 14 Tube 30	CM2017-0190	E. coli Box 14 Tube 30	E696	not sent	Case 32	Other (see info)	Systemic	Haemolymph	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2017	24/2/17	CM2017-0195 E. coli Box 14 Tube 31	CM2017-0195	E. coli Box 14 Tube 31	E697	not sent	105534	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	27/2/17	CM2017-0198 E. coli Box 14 Tube 32	CM2017-0198	E. coli Box 14 Tube 32	E698	not sent	315260	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	30/3/17	CM2017-0318 E. coli Box 14 Tube 32	CM2017-0318	E. coli Box 14 Tube 32	E699	not sent	315788	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	1/3/17	CM2017-0209 E. coli Box 14 Tube 33	CM2017-0209	E. coli Box 14 Tube 33	E700	not sent	Case 35	Other (see info)	Systemic	Haemolymph swab	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2017	3/3/17	CM2017-0220 E. coli Box 14 Tube 34	CM2017-0220	E. coli Box 14 Tube 34	E701	not sent	314971	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	5/3/17	CM2017-0225 E. coli Box 14 Tube 35	CM2017-0225	E. coli Box 14 Tube 35	E702	not sent	315491	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	8/3/17	CM2017-0240 E. coli Box 14 Tube 36	CM2017-0240	E. coli Box 14 Tube 36	E703	not sent	315563	Feline	digestive	Bile	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	9/3/17	CM2017-0243 E. coli Box 14 Tube 37	CM2017-0243	E. coli Box 14 Tube 37	E704	not sent	315577	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	9/3/17	CM2017-0252 E. coli Box 14 Tube 38	CM2017-0252	E. coli Box 14 Tube 38	E705	not sent	238-17	Avian	Systemic	"Bird A: 

Yolk sac



Bird B: 

Caecal Tube

Liver"	S	.	.	.	S	S	R	S	.	.	.	.
Escherichia	2017	10/3/17	CM2017-0257 E. coli Box 14 Tube 39	CM2017-0257	E. coli Box 14 Tube 39	E706	not sent	315563	Feline	digestive	"Pooled Bile, Gall bladder and cholelith"	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	14/3/17	CM2017-0264 E. coli Box 14 Tube 40	CM2017-0264	E. coli Box 14 Tube 40	E707	not sent	315699	Canine	Systemic	peritoneal fluid	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2017	17/3/17	CM2017-0278 E. coli Box 14 Tube 41	CM2017-0278	E. coli Box 14 Tube 41	E708	not sent	310164	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	23/3/17	CM2017-0299 E. coli Box 14 Tube 42	CM2017-0299	E. coli Box 14 Tube 42	E709	not sent	307986	Feline	respiratory	BAL	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	23/3/17	CM2017-0299 E. coli Box 14 Tube 43	CM2017-0299	E. coli Box 14 Tube 43	E710	not sent	307986	Feline	respiratory	BAL	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	27/3/17	CM2017-0306 E. coli Box 14 Tube 44	CM2017-0306	E. coli Box 14 Tube 44	E711	not sent	311480	Feline	urinary	Cystocentesis.	R	R	R	.	R	R	R	R	R	.	.	S
Escherichia	2017	27/3/17	CM2017-0306 E. coli Box 14 Tube 45	CM2017-0306	E. coli Box 14 Tube 45	E712	not sent	311480	Feline	urinary	Cystocentesis.	R	R	R	.	R	S	S	S	S	.	.	S
Escherichia	2017	7/4/17	CM2017-0349 E. coli Box 14 Tube 46	CM2017-0349	E. coli Box 14 Tube 46	E713	not sent	232841	Feline	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	7/4/17	CM2017-0351 E. coli Box 14 Tube 47	CM2017-0351	E. coli Box 14 Tube 47	E714	not sent	285888	Feline	skin and subcutis	NA	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	11/4/17	CM2017-0365 E. coli Box 14 Tube 48	CM2017-0365	E. coli Box 14 Tube 48	E715	not sent	316306	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	24/4/17	CM2017-0383 E. coli Box 14 Tube 49	CM2017-0383	E. coli Box 14 Tube 49	E716	not sent	246474	Feline	digestive	Bile	S	S	S	.	S	R	R	S	.	.	.	.
Escherichia	2017	24/4/17	CM2017-0383 E. coli Box 14 Tube 50	CM2017-0383	E. coli Box 14 Tube 50	E717	not sent	246474	Feline	digestive	Bile	S	S	S	.	S	R	S	S	.	.	.	.
Escherichia	2017	24/4/17	CM2017-0386 E. coli Box 14 Tube 51	CM2017-0386	E. coli Box 14 Tube 51	E718	not sent	316472	Canine	reproductive	Uterine and vaginal swabs for D Leelamany study	R	R	S	.	S	R	R	R	.	.	.	.
Escherichia	2017	26/4/17	CM2017-0389 E. coli Box 14 Tube 52	CM2017-0389	E. coli Box 14 Tube 52	E719	not sent	315788	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	26/4/17	CM2017-0395 E. coli Box 14 Tube 53	CM2017-0395	E. coli Box 14 Tube 53	E720	not sent	246474	Canine	urinary	Cystocentesis.	S	S	S	.	S	R	S	S	.	.	.	.
Escherichia	2017	26/4/17	CM2017-0399 E. coli Box 14 Tube 54	CM2017-0399	E. coli Box 14 Tube 54	E721	not sent	316624	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	27/4/17	CM2017-0404 E. coli Box 14 Tube 55	CM2017-0404	E. coli Box 14 Tube 55	E722	not sent	386-12	Feline	digestive	Duodenum	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	1/5/17	CM2017-0409 E. coli Box 14 Tube 56	CM2017-0409	E. coli Box 14 Tube 56	E723	not sent	282952	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	1/5/17	CM2017-0409 E. coli Box 14 Tube 57	CM2017-0409	E. coli Box 14 Tube 57	E724	not sent	282952	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	1/5/17	CM2017-0413 E. coli Box 14 Tube 58	CM2017-0413	E. coli Box 14 Tube 58	E725	not sent	316536	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	1/5/17	CM2017-0413 E. coli Box 14 Tube 59	CM2017-0413	E. coli Box 14 Tube 59	E726	not sent	316536	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	2/5/17	CM2017-0415 E. coli Box 14 Tube 60	CM2017-0415	E. coli Box 14 Tube 60	E727	not sent	316661	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	8/5/17	CM2017-0439 E. coli Box 14 Tube 61	CM2017-0439	E. coli Box 14 Tube 61	E728	not sent	316862	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	15/5/17	CM2017-0457 E. coli Box 14 Tube 62	CM2017-0457	E. coli Box 14 Tube 62	E729	not sent	317015	Feline	respiratory	Pleural fluid	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2017	17/5/17	CM2017-0460 E. coli Box 14 Tube 63	CM2017-0460	E. coli Box 14 Tube 63	E730	not sent	317048	Feline	urinary	R renal pelvis aspirate	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	18/5/17	CM2017-0466 E. coli Box 14 Tube 64	CM2017-0466	E. coli Box 14 Tube 64	E731	not sent	317069	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	18/5/17	CM2017-0468 E. coli Box 14 Tube 65	CM2017-0468	E. coli Box 14 Tube 65	E732	not sent	317066	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	18/5/17	CM2017-0468 E. coli Box 14 Tube 66	CM2017-0468	E. coli Box 14 Tube 66	E733	not sent	317066	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	19/5/17	CM2017-0474 E. coli Box 14 Tube 67	CM2017-0474	E. coli Box 14 Tube 67	E734	not sent	271011	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	19/5/17	CM2017-0476 E. coli Box 14 Tube 68	CM2017-0476	E. coli Box 14 Tube 68	E735	not sent	295727	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	30/5/17	CM2017-0498 E. coli Box 14 Tube 69	CM2017-0498	E. coli Box 14 Tube 69	E736	not sent	317236	Equine	musculo-skeletal	Sequestrum/bone	R	.	.	S	S	R	R	R	S	.	.	.
Escherichia	2017	30/5/17	CM2017-0500 E. coli Box 14 Tube 70	CM2017-0500	E. coli Box 14 Tube 70	E737	not sent	212252	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	2/6/17	CM2017-0509 E. coli Box 14 Tube 71	CM2017-0509	E. coli Box 14 Tube 71	E738	not sent	308338	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	9/6/17	CM2017-0526 E. coli Box 14 Tube 72	CM2017-0526	E. coli Box 14 Tube 72	E739	not sent	317048	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	9/6/17	CM2017-0527 E. coli Box 14 Tube 73	CM2017-0527	E. coli Box 14 Tube 73	E740	not sent	317457	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	9/6/17	CM2017-0529 E. coli Box 14 Tube 74	CM2017-0529	E. coli Box 14 Tube 74	E741	not sent	274088	Feline	urinary	Urine	R	R	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	15/6/17	CM2017-0534 E. coli Box 14 Tube 75	CM2017-0534	E. coli Box 14 Tube 75	E742	not sent	317048	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	15/6/17	CM2017-0541 E. coli Box 14 Tube 76	CM2017-0541	E. coli Box 14 Tube 76	E743	not sent	228677	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	16/6/17	CM2017-0542 E. coli Box 14 Tube 77	CM2017-0542	E. coli Box 14 Tube 77	E744	not sent	317391	Canine	urinary	Free catch urine	R	R	R	.	S	R	S	S	.	.	.	.
Escherichia	2017	16/6/17	CM2017-0545 E. coli Box 14 Tube 78	CM2017-0545	E. coli Box 14 Tube 78	E745	not sent	317585	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	19/6/17	CM2017-0549 E. coli Box 14 Tube 79	CM2017-0549	E. coli Box 14 Tube 79	E746	not sent	109952	Canine	urinary	Free catch urine	R	R	S	.	S	R	S	S	.	.	.	.
Escherichia	2017	22/6/17	CM2017-0561 E. coli Box 14 Tube 80	CM2017-0561	E. coli Box 14 Tube 80	E747	not sent	271011	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	26/6/17	CM2017-0573 E. coli Box 14 Tube 81	CM2017-0573	E. coli Box 14 Tube 81	E748	not sent	317718	Feline	urinary	Vaginal discharge swab + urine cysto	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	29/6/17	CM2017-0589 E. coli Box 15 Tube 1	CM2017-0589	E. coli Box 15 Tube 1	E749	not sent	294941	Canine	urinary	cysto	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	30/6/17	CM2017-0593 E. coli Box 15 Tube 2	CM2017-0593	E. coli Box 15 Tube 2	E750	not sent	89370	Feline	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	30/6/17	CM2017-0593 E. coli Box 15 Tube 3	CM2017-0593	E. coli Box 15 Tube 3	E751	not sent	89370	Feline	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	3/7/17	CM2017-0596 E. coli Box 15 Tube 4	CM2017-0596	E. coli Box 15 Tube 4	E752	not sent	255067	Ovine	skin and subcutis	Perioccular Swabs Left and Right	S	.	.	.	S	S	.	.	.	.	.	.
Escherichia	2017	7/7/17	CM2017-0623 E. coli Box 15 Tube 5	CM2017-0623	E. coli Box 15 Tube 5	E753	not sent	275745	Feline	urinary	Cystocentesis.	R	R	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	24/7/17	CM2017-0678 E. coli Box 15 Tube 6	CM2017-0678	E. coli Box 15 Tube 6	E754	not sent	271674	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	25/7/17	CM2017-0682 E. coli Box 15 Tube 7	CM2017-0682	E. coli Box 15 Tube 7	E755	not sent	317801	Canine	urinary	Catheter urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	27/7/17	"CM2017-0695 E. coli Box 15 Tube 8, 9, 10, 11"	CM2017-0695	"E. coli Box 15 Tube 8 , 9 , 10 , 11"	E756	not sent	682-17	Avian	nervous	Brain swabs from 4 birds	S	.	.	.	.	S	R	S	.	.	.	.
Escherichia	2017	28/7/17	CM2017-0696 E. coli Box 15 Tube 12	CM2017-0696	E. coli Box 15 Tube 12	E757	not sent	318406	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	28/7/17	CM2017-0697 E. coli Box 15 Tube 13	CM2017-0697	E. coli Box 15 Tube 13	E758	not sent	318363	Feline	urinary	"Cystocentesis, Collected 26/7"	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	2/8/17	CM2017-0711 E. coli Box 15 Tube 14	CM2017-0711	E. coli Box 15 Tube 14	E759	not sent	317981	Canine	urinary	Cystocentesis.	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2017	2/8/17	CM2017-0712 E. coli Box 15 Tube 15	CM2017-0712	E. coli Box 15 Tube 15	E760	not sent	88657	Canine	urinary	Cystocentesis.	R	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	2/8/17	CM2017-0715 E. coli Box 15 Tube 16	CM2017-0715	E. coli Box 15 Tube 16	E761	not sent	318513	Canine	digestive	Faeces	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	7/8/17	CM2017-0727 E. coli Box 15 Tube 17	CM2017-0727	E. coli Box 15 Tube 17	E762	not sent	89370	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	15/8/17	CM2017-0757 E. coli Box 15 Tube 18	CM2017-0757	E. coli Box 15 Tube 18	E763	not sent	318546	Canine	urinary	Free catch urine	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2017	17/8/17	CM2017-0764 E. coli Box 15 Tube 19	CM2017-0764	E. coli Box 15 Tube 19	E764	not sent	285063	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	24/8/17	CM2017-0800 E. coli Box 15 Tube 20	CM2017-0800	E. coli Box 15 Tube 20	E765	not sent	318763	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	24/8/17	CM2017-0800 E. coli Box 15 Tube 21	CM2017-0800	E. coli Box 15 Tube 21	E766	not sent	318763	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	25/8/17	CM2017-0804 E. coli Box 15 Tube 22	CM2017-0804	E. coli Box 15 Tube 22	E767	not sent	316076	Feline	urinary	Sub port urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	28/8/17	CM2017-0807 E. coli Box 15 Tube 23	CM2017-0807	E. coli Box 15 Tube 23	E768	not sent	297457	Feline	urinary	Urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	28/8/17	CM2017-0810 E. coli Box 15 Tube 24	CM2017-0810	E. coli Box 15 Tube 24	E769	not sent	NA	Ovine	Systemic	Liver abscess aspirate and liver?	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2017	29/8/17	CM2017-0815 E. coli Box 15 Tube 25	CM2017-0815	E. coli Box 15 Tube 25	E770	not sent	318883	Equine	skin and subcutis	Swab from incision	R	.	.	S	R	R	R	R	R	.	.	S
Escherichia	2017	30/8/17	CM2017-0820 E. coli Box 15 Tube 26	CM2017-0820	E. coli Box 15 Tube 26	E771	not sent	292704	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	30/8/17	CM2017-0822 E. coli Box 15 Tube 27	CM2017-0822	E. coli Box 15 Tube 27	E772	not sent	311110	Equine	skin and subcutis	Tissue from wound	R	.	.	R	S	R	R	R	R	.	.	S
Escherichia	2017	31/8/17	CM2017-0823 E. coli Box 15 Tube 28	CM2017-0823	E. coli Box 15 Tube 28	E773	not sent	318645	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	6/9/17	CM2017-0843 E. coli Box 15 Tube 29	CM2017-0843	E. coli Box 15 Tube 29	E774	not sent	820-17 319214	Porcine	respiratory	Lung abscess swab from Peccary	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	8/9/17	CM2017-0857 E. coli Box 15 Tube 30	CM2017-0857	E. coli Box 15 Tube 30	E775	not sent	834-17	Avian	Systemic	"Swabs

1. Liver/Pericardium/Yolk

2. Yolk/Liver

3. Liver

4. Yolk

5. Liver/Yolk"	S	.	.	.	.	R	S	R	.	.	.	.
Escherichia	2017	8/9/17	CM2017-0858 E. coli Box 15 Tube 31	CM2017-0858	E. coli Box 15 Tube 31	E776	not sent	833-17	Avian	Systemic	"1. Pericardial swab, fresh liver

2. Fresh Liver

3. Liver swab

4. Liver swab/Yolk sac swab

5. Liver swab"	R	.	.	.	.	R	R	R	.	.	.	.
Escherichia	2017	18/9/17	"CM2017-0874 E. coli Box 15 Tube 32, 33"	CM2017-0874	"E. coli Box 15 Tube 32 , 33"	E777	not sent	319136	Canine	digestive	"Bile, gall bladder wall and abdominal fluid swab"	R	R	S	.	S	R	R	R	S	.	.	S
Escherichia	2017	18/9/17	CM2017-0874 E. coli Box 15 Tube 33	CM2017-0874	E. coli Box 15 Tube 33	E778	not sent	319136	Canine	digestive	"Bile, gall bladder wall and abdominal fluid swab"	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2017	20/9/17	CM2017-0889 E. coli Box 15 Tube 34	CM2017-0889	E. coli Box 15 Tube 34	E779	not sent	226085	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	26/9/17	CM2017-0896 E. coli Box 15 Tube 35	CM2017-0896	E. coli Box 15 Tube 35	E780	not sent	319055	Canine	urinary	Urine - cystocentesis	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2017	4/10/17	CM2017-0915 E. coli Box 15 Tube 36	CM2017-0915	E. coli Box 15 Tube 36	E781	not sent	319816	Canine	Systemic	Abdominal fluid and swab	R	R	S	.	S	S	S	R	.	.	.	.
Escherichia	2017	4/10/17	CM2017-0917 E. coli Box 15 Tube 37	CM2017-0917	E. coli Box 15 Tube 37	E782	not sent	319878	Canine	respiratory	"BAL: 

R mid lobe

L caudal lobe"	S	S	S	.	S	R	S	R	.	.	.	.
Escherichia	2017	5/10/17	CM2017-0921 E. coli Box 15 Tube 38	CM2017-0921	E. coli Box 15 Tube 38	E783	not sent	313996	Canine	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	13/10/17	CM2017-0953 E. coli Box 15 Tube 39	CM2017-0953	E. coli Box 15 Tube 39	E784	not sent	261249	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	18/10/17	CM2017-0966 E. coli Box 15 Tube 40	CM2017-0966	E. coli Box 15 Tube 40	E785	not sent	286174	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2017	18/10/17	CM2017-0970 E. coli Box 15 Tube 41	CM2017-0970	E. coli Box 15 Tube 41	E786	not sent	295220	Canine	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
